Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2021-04-10","0.88","7325.53","31.53","11079.92","0.49","13.74","930.11","16956.53","109.72","9573.76","","","","","61.54","102.24","11.54","161.25","","","26.52","881.35","73.89","1239.81","4.72","184.94","115.24","5121.97","25.48","758.31","","","","","","","","","","","","","","","","","",""
"2022-12-07","8.21","508121.19","215.65","113183.48","0.26","11.21","2583.98","46284.96","168.16","18218.81","125.17","7110.04","71.27","6596.93","97.52","156.78","34.9","604.31","23.98","25164.55","","","","","","","119.7","5243.09","30.38","880.54","30.41","1147.92","42.19","2790.14","49.53","1051.38","27.73","629.94","0.88","20.16","3.2","60.22","0.06","635430.04","0.1","210436.06","0.01","32155.0"
"2024-06-12","9.74","658463.98","242.45","123801.83","0.69","20.83","4769.39","71385.73","194.14","21063.9","105.72","5262.49","34.94","3697.33","109.98","192.5","59.1","1807.6","22.4","25782.54","","","","","","","110.09","4944.18","32.54","840.6","32.36","1412.77","39.22","2584.88","30.75","796.57","12.32","424.0","1.6","18.89","1.32","63.5","0.08","776359.1","0.09","251074.76","0.0","18630.0"
"2021-09-28","8.26","525908.22","115.76","102564.99","0.89","22.12","1208.82","21099.09","129.21","11460.25","92.93","2727.87","57.34","2831.33","63.27","102.38","19.11","455.38","30.97","28351.15","43.62","1985.33","91.59","1610.08","12.28","69.5","98.75","3892.35","29.22","746.24","","","","","","","","","","","","","0.05","536533.35","0.08","200083.51","0.01","45240.0"
"2021-12-28","8.14","518763.55","143.03","105477.07","0.76","24.74","1445.59","26113.2","143.04","13058.13","64.53","5634.63","54.39","2824.87","80.02","119.82","19.01","335.76","28.72","27708.46","","","","","","","97.23","3900.18","28.36","748.66","27.27","877.71","23.36","1491.52","58.33","1119.78","33.44","580.24","2.36","47.45","5.11","62.17","0.04","640732.5","0.07","158669.18","0.0","14825.0"
"2022-07-07","7.52","515991.73","190.91","113372.12","0.51","15.96","2120.26","39624.23","158.18","16835.03","152.17","4640.82","67.46","5858.66","85.1","137.03","30.41","581.91","23.45","24243.55","","","","","","","120.28","5326.46","41.47","1153.39","27.34","991.37","29.9","2147.49","56.86","1142.96","31.71","617.08","2.51","55.86","3.89","123.9","0.08","690048.87","0.1","262458.43","0.01","27490.0"
"2022-11-21","8.93","590348.21","168.43","99142.12","0.6","18.69","2265.49","37029.58","154.76","15592.31","82.73","3524.45","34.49","2722.1","91.11","145.27","31.69","618.85","25.95","23693.97","","","","","","","102.82","4054.6","30.13","809.85","50.21","1637.5","50.43","2566.64","69.89","1488.68","39.74","713.82","1.88","35.53","3.29","66.74","0.06","735918.35","0.12","298626.78","0.0","16240.0"
"2023-08-06","0.75","7440.47","88.23","15904.6","0.29","9.28","2988.15","36438.5","141.03","11526.09","8.46","559.74","21.62","2320.22","102.26","168.36","27.65","428.27","","","","","","","","","112.74","4372.61","29.47","723.19","34.88","1192.24","35.5","1783.91","43.86","948.19","16.47","368.99","0.9","12.12","0.84","15.01","","","","","",""
"2022-03-14","11.17","579094.87","165.55","134456.25","0.59","19.15","1774.35","33957.67","167.44","16877.23","91.5","4046.35","12.38","1833.53","87.16","130.47","27.79","489.57","41.38","36580.06","","","","","","","114.64","4881.74","37.41","1033.68","46.74","1522.92","34.38","2657.16","86.63","1709.26","46.33","785.92","2.68","41.09","10.1","68.95","0.05","641960.21","0.11","274488.18","0.0","28321.22"
"2021-09-20","7.59","520298.79","111.96","89096.37","0.75","17.87","1252.69","23232.53","131.81","11443.78","18.6","1747.44","46.12","3237.94","62.44","93.36","23.9","530.79","26.01","23016.37","82.03","3191.35","137.13","2600.03","9.4","95.94","101.41","3981.19","32.6","822.74","","","","","","","","","","","","","0.06","547092.88","0.08","175506.46","0.0","13185.0"
"2023-08-29","9.54","631032.96","201.2","125938.8","0.96","24.57","3413.46","51131.17","158.57","18092.42","88.78","4154.86","7.95","2149.53","101.19","169.67","30.44","724.03","24.32","26662.13","","","","","","","109.49","4316.61","42.06","1010.57","35.49","1306.81","29.62","2131.01","38.23","839.57","15.69","461.47","0.81","13.93","1.16","42.63","0.07","736697.99","0.11","253118.62","0.01","25340.0"
"2024-03-28","16.48","1589480.32","394.62","314720.08","0.87","21.76","4259.39","67414.47","192.93","26776.25","186.69","16467.0","67.03","5350.51","108.3","186.52","44.66","1191.19","29.78","40630.33","","","","","","","99.12","4278.77","30.83","805.95","33.49","1507.09","43.13","3522.06","31.76","840.52","14.65","566.64","0.73","16.95","1.3","56.07","0.06","654032.36","0.23","1950632.58","0.0","26865.0"
"2022-07-13","7.24","419777.34","140.9","95971.71","0.59","17.66","1989.5","34242.77","146.76","14015.62","117.52","5045.1","18.06","1502.73","83.08","128.88","31.16","603.38","23.94","22943.76","","","","","","","106.21","4365.41","36.06","988.67","27.99","923.99","21.34","1286.96","54.97","1091.33","27.95","514.94","2.19","41.57","2.72","74.04","0.06","663276.91","0.08","211116.08","0.01","36210.0"
"2023-03-21","9.9","686305.64","179.04","135727.3","0.48","18.15","2829.32","44602.04","162.13","17562.6","92.96","5290.58","29.9","3155.59","97.11","161.74","36.22","673.15","26.29","30541.41","","","","","","","106.93","4308.31","35.18","937.04","33.23","1162.37","40.25","2437.13","43.77","899.85","23.57","514.74","0.96","23.68","1.62","55.8","0.07","726070.89","0.12","294178.4","0.01","53760.0"
"2022-11-06","0.65","5771.58","58.31","11068.12","0.29","10.3","2424.83","33841.13","140.84","10338.74","1.29","169.61","24.04","2185.83","103.21","160.1","28.05","342.74","","","","","","","","","109.27","4298.9","27.82","716.64","29.63","952.98","27.17","1208.78","46.24","938.91","20.38","348.19","2.84","61.06","3.37","63.71","","","","","",""
"2022-10-31","9.49","777496.23","255.04","196984.96","0.91","23.95","2321.13","47325.3","161.24","19900.46","79.48","10391.17","13.08","2150.41","94.16","146.04","31.7","652.0","20.14","20307.39","","","","","","","108.31","4697.01","29.84","796.5","46.39","1691.23","46.55","2794.29","69.37","1505.85","41.78","906.66","1.8","36.88","2.92","72.27","0.05","801299.29","0.18","1477231.4","0.0","16790.0"
"2024-09-15","1.1","15260.65","159.74","19243.28","0.63","18.85","4946.03","53280.38","123.79","10684.44","147.86","1503.15","65.36","7541.48","117.89","196.23","60.76","1622.63","","","","","","","","","94.69","3671.01","29.21","652.75","29.54","1088.93","30.35","1246.56","23.33","602.65","8.06","220.94","2.88","15.35","1.26","67.17","","","","","",""
"2024-08-07","9.51","668881.0","345.47","148084.44","0.42","14.85","4945.62","75924.48","161.98","21481.03","159.14","5908.34","85.2","9056.65","100.66","178.85","72.94","3422.41","20.55","23631.5","","","","","","","108.61","4928.8","32.19","808.16","31.51","1579.77","46.94","3996.59","29.98","860.06","12.97","507.79","2.24","17.86","1.19","52.44","0.08","718971.73","0.15","374005.25","0.01","55920.0"
"2022-05-14","1.59","15056.53","60.4","18872.72","0.55","19.65","1927.89","31230.91","149.51","12101.87","162.05","2970.27","4.24","455.26","104.11","154.79","26.54","425.92","","","","","","","","","114.28","4785.24","36.36","1000.33","37.92","1143.93","30.26","1324.2","66.1","1345.66","32.58","504.23","4.38","71.82","6.23","84.94","","","","","",""
"2024-08-17","8.21","222387.38","240.74","84533.45","0.77","24.88","4892.83","64285.9","139.22","17580.75","98.01","4320.38","13.93","2815.79","118.54","189.93","61.58","2070.96","20.73","21864.62","","","","","","","106.62","4488.63","39.61","1000.45","31.08","1202.72","31.8","1703.37","26.66","724.63","9.48","311.76","2.61","16.63","1.12","60.32","0.0","11956.46","0.0","0.0","0.0","0.0"
"2021-11-24","7.5","456233.31","103.4","88344.43","0.7","19.91","1374.03","25221.2","137.56","12737.77","92.64","3294.31","16.86","1513.48","72.84","112.47","20.23","400.16","24.89","23848.53","","","","","","","100.54","3966.38","27.14","721.12","24.58","838.24","24.52","1651.53","56.46","1108.42","34.32","580.23","1.44","28.16","6.28","78.93","0.05","622132.45","0.08","173851.3","0.0","12085.0"
"2022-01-07","8.15","487675.31","190.55","114379.32","0.77","23.33","1621.33","30569.5","156.43","14567.87","125.09","4341.64","70.39","5673.16","78.42","122.93","21.41","348.77","25.36","24483.5","","","","","","","118.93","5167.85","46.25","1183.55","24.21","880.75","24.8","1485.09","59.69","1171.9","36.2","627.36","2.69","62.07","7.73","116.82","0.05","637207.78","0.06","171399.15","0.0","27160.0"
"2024-09-28","3.18","42854.98","182.66","38430.82","0.83","23.08","4956.68","61976.27","132.45","17083.73","71.62","2537.88","55.95","2497.72","114.06","201.65","66.95","2894.33","","","","","","","","","87.62","3623.41","27.81","679.08","31.5","1353.03","64.94","5295.35","24.91","655.31","12.05","504.04","3.97","17.12","1.48","86.43","","","","","",""
"2024-08-31","8.96","389653.45","289.26","134332.36","0.69","18.74","4956.66","76540.76","155.0","22885.79","97.23","6568.88","19.21","3972.41","110.3","194.84","64.82","3416.04","17.37","22401.87","","","","","","","102.58","4671.16","23.99","597.91","28.81","1292.9","33.03","2522.97","25.74","705.08","9.61","412.27","3.23","18.39","1.34","77.5","0.0","21239.87","0.0","0.0","0.0","0.0"
"2023-08-21","9.43","651603.59","191.56","117402.15","0.51","14.53","3347.38","50543.5","157.24","17121.91","104.63","4507.91","43.21","3712.42","96.78","158.99","38.28","952.89","25.31","24776.87","","","","","","","100.0","3952.79","30.58","773.62","52.88","1872.69","58.61","3217.19","53.93","1308.82","26.17","666.89","0.92","16.39","1.22","30.33","0.07","702856.18","0.12","336120.85","0.01","28665.0"
"2023-07-27","8.37","573291.12","196.92","114588.67","0.65","19.17","3140.61","45734.03","148.18","16468.18","998.16","22285.0","9.91","2254.37","89.79","160.9","31.77","751.17","20.27","23162.01","","","","","","","92.71","3577.02","35.25","898.97","30.98","1147.63","36.79","2451.44","36.95","816.15","18.7","534.16","0.74","15.09","1.08","26.54","0.06","676411.98","0.12","260362.9","0.01","41115.0"
"2021-01-31","0.34","3541.81","17.02","6453.72","0.26","6.31","707.78","11448.43","105.02","7258.9","","","","","53.01","89.28","5.96","75.38","","","34.05","1090.78","86.26","1383.5","4.3","110.72","107.06","4112.3","16.27","418.92","","","","","","","","","","","","","","","","","",""
"2023-01-16","8.8","568990.4","156.97","108504.49","0.39","14.77","2498.19","40226.62","147.55","14914.39","286.7","9586.37","49.36","3519.04","90.11","135.32","37.93","668.28","31.49","27390.84","","","","","","","102.36","4135.72","33.88","896.07","51.14","1574.39","54.58","3200.41","65.81","1437.6","36.68","704.01","1.06","23.47","2.61","64.0","0.07","704161.77","0.0","0.0","0.01","51835.0"
"2023-06-05","9.16","566942.92","200.46","128639.48","0.31","12.79","3211.95","59403.41","178.48","21099.58","302.51","4977.76","204.1","20486.37","105.43","168.19","41.02","872.84","24.58","24096.91","","","","","","","119.67","5409.04","33.25","970.97","53.25","2072.73","57.5","4119.56","64.1","1518.07","32.3","825.14","1.1","28.36","1.04","41.81","0.08","725025.56","0.12","296211.17","0.0","20660.0"
"2021-01-10","0.19","1753.31","13.62","3630.01","0.25","5.43","730.55","11442.15","98.89","6124.66","","","","","50.0","81.28","7.29","82.1","","","35.12","1019.65","88.78","1388.65","4.05","95.79","104.06","4018.98","21.61","551.36","","","","","","","","","","","","","","","","","",""
"2023-04-07","3.94","75692.68","167.2","66148.54","0.43","19.7","2996.84","49096.83","167.16","17271.79","9.69","2710.93","69.2","6166.01","107.59","180.28","34.21","538.14","7.7","9363.62","","","","","","","121.8","5533.38","37.39","1150.99","30.75","1123.34","31.69","1925.27","58.16","1302.43","24.32","540.56","1.77","47.43","1.8","59.99","","","","","",""
"2022-02-20","0.48","3848.89","29.28","6453.72","0.56","17.02","1549.44","21128.33","128.67","7588.32","0.48","164.96","11.07","1937.28","93.68","133.47","16.93","220.74","","","","","","","","","95.55","3499.64","23.92","596.62","25.98","734.19","17.96","637.88","48.83","904.58","23.18","320.13","2.57","39.51","7.67","69.67","","","","","",""
"2024-07-11","9.1","580946.21","270.41","119090.21","0.49","15.79","4785.89","71809.73","158.29","20238.93","172.79","5389.31","34.27","3985.22","105.75","184.0","67.84","2287.7","20.66","23801.31","","","","","","","106.42","4686.69","25.77","671.66","31.5","1425.13","40.63","2921.72","29.46","771.69","13.04","509.31","1.82","16.49","1.38","58.37","0.08","715834.36","0.12","289650.63","0.01","48210.0"
"2022-07-30","7.07","249020.79","153.62","98199.52","0.79","22.74","2132.19","38375.84","155.74","16630.56","80.19","7167.27","10.06","1610.53","91.61","144.64","26.16","514.19","19.72","20608.29","","","","","","","113.67","4789.94","30.06","825.94","22.05","713.68","16.49","1058.57","47.05","926.83","19.07","406.94","1.84","32.44","1.86","51.94","0.0","22601.55","0.0","0.0","0.0","0.0"
"2024-03-12","11.44","769196.02","274.87","161490.19","0.78","21.54","4323.86","68580.66","194.44","22197.88","318.51","11807.0","42.26","4556.67","106.61","187.8","51.83","1326.05","32.73","33824.78","","","","","","","113.6","5015.86","37.14","934.75","30.87","1330.11","42.1","3194.9","30.99","745.52","14.69","529.28","0.86","18.62","1.36","66.82","0.07","784791.04","0.13","358026.46","0.0","17210.0"
"2021-12-04","5.89","140441.02","126.33","61524.48","0.54","17.81","1542.54","29534.27","151.06","14073.24","139.79","3777.85","27.83","3285.29","73.9","114.93","18.8","294.85","23.8","22260.68","","","","","","","120.64","5318.7","32.46","881.55","17.5","562.02","17.78","1052.41","49.78","973.95","26.39","443.96","1.82","42.69","7.75","112.07","0.0","5264.0","0.0","0.0","0.0","0.0"
"2022-09-24","1.72","16214.77","68.02","19706.99","0.82","25.3","2254.85","33468.05","143.88","12501.56","67.2","901.0","23.92","566.89","92.34","149.74","24.58","417.21","","","","","","","","","104.22","4017.0","35.33","873.98","30.93","985.64","25.63","1312.29","48.74","974.24","23.81","523.99","2.2","34.16","3.03","52.67","","","","","",""
"2021-09-05","0.39","3020.46","29.38","6389.29","0.46","10.74","1088.95","16861.66","118.18","8116.53","1.57","371.84","67.01","8194.89","65.53","101.79","15.57","242.27","","","50.17","1722.26","104.75","1771.16","7.49","96.99","106.4","4188.08","25.29","609.08","","","","","","","","","","","","","","","","","",""
"2024-06-03","10.1","848972.76","297.59","141754.02","0.47","16.55","4791.28","84201.75","198.76","24820.65","96.15","3601.12","167.9","10424.54","109.06","187.25","60.35","1577.88","21.59","24300.39","","","","","","","112.49","5322.67","30.85","870.19","53.09","2509.62","66.21","5099.45","44.72","1193.26","19.73","725.39","1.33","19.96","1.23","54.0","0.08","784052.44","0.15","378030.98","0.01","43310.0"
"2021-08-04","6.5","378185.35","133.09","83823.76","0.65","14.87","1191.28","24030.66","138.62","12673.49","107.93","2867.91","28.04","3182.3","61.21","95.02","18.03","316.81","23.96","22282.99","37.26","1760.37","95.62","1717.16","8.73","132.64","111.14","4799.05","34.21","921.08","","","","","","","","","","","","","0.04","477963.97","0.07","176425.59","0.0","10955.0"
"2023-06-15","8.4","635062.84","175.03","125451.71","0.58","19.17","3108.01","49745.39","156.38","17323.04","93.4","4342.07","111.57","9618.52","99.88","168.88","36.34","854.52","22.87","24353.23","","","","","","","108.24","4580.61","39.16","1016.32","32.01","1120.82","36.05","2517.94","41.35","928.03","19.35","493.7","0.96","24.23","0.89","30.05","0.07","707463.91","0.1","246125.65","0.0","21985.0"
"2021-07-14","6.75","377578.25","107.37","80874.89","0.64","16.52","1009.17","19870.94","113.07","10640.17","40.43","2013.97","14.68","1707.29","63.1","97.28","19.7","376.0","25.25","22131.88","41.4","1797.68","91.33","1664.31","3.8","86.65","105.75","4435.8","30.87","830.88","","","","","","","","","","","","","0.05","490564.6","0.07","177410.53","0.0","9530.0"
"2022-12-06","8.36","542548.24","183.15","116063.67","0.26","11.23","2571.41","46197.13","163.02","17479.7","92.09","6241.65","34.22","3629.49","92.66","150.94","35.53","598.14","26.04","25509.5","","","","","","","114.43","5002.0","31.04","897.87","30.23","1158.1","27.55","2079.78","48.88","1031.83","24.96","559.43","0.86","19.21","1.97","50.93","0.06","653095.9","0.11","253314.79","0.0","30585.0"
"2024-06-29","9.29","493646.86","272.92","146853.88","0.85","22.28","4755.43","70499.43","156.34","21744.46","70.17","4508.13","14.74","3454.82","115.37","203.71","55.38","1738.64","16.63","21121.48","","","","","","","98.63","4348.12","28.39","709.82","33.22","1459.59","38.53","2455.96","28.52","765.93","12.77","479.34","1.84","22.14","1.3","63.34","0.0","30514.71","0.0","0.0","0.0","0.0"
"2023-11-02","9.11","624828.33","247.14","138716.92","0.28","14.36","3938.85","69440.58","178.21","22452.32","97.75","5030.25","141.45","8715.47","101.98","185.33","44.79","948.61","23.42","26512.34","","","","","","","117.28","5478.2","29.09","848.04","32.2","1486.62","43.84","4264.43","39.26","987.22","17.81","604.66","0.85","15.43","1.12","50.49","0.05","654378.28","0.09","346445.73","0.01","32865.0"
"2021-06-26","0.98","7856.41","27.49","10709.54","0.73","18.84","923.18","15638.86","93.34","7912.01","","","","","61.65","97.63","13.65","219.9","","","23.69","773.36","62.69","970.5","3.74","42.37","87.41","3478.4","26.62","773.69","","","","","","","","","","","","","","","","","",""
"2023-09-16","6.92","196044.93","160.66","75711.58","0.45","14.54","3593.71","51457.19","155.21","15396.02","81.28","4106.15","29.17","2198.17","108.2","178.71","36.44","810.76","20.25","20723.54","","","","","","","110.98","4564.99","34.36","847.76","32.21","1093.62","29.97","1593.04","35.32","828.15","12.93","323.64","1.1","17.63","1.15","42.17","0.0","14256.67","0.0","0.0","0.0","0.0"
"2022-07-21","7.2","480857.81","119.35","100864.61","0.59","17.48","1995.59","32083.3","131.22","13416.83","90.42","3610.99","21.52","2221.13","82.52","134.97","30.36","615.1","22.5","22697.95","","","","","","","97.28","3736.39","31.57","819.79","33.53","1087.82","30.94","2134.75","59.08","1175.33","29.04","546.28","2.42","41.71","3.88","92.98","0.06","642621.46","0.09","264078.07","0.01","36355.0"
"2023-08-31","8.46","797781.76","292.88","198893.06","0.68","16.46","3442.61","58080.14","161.38","20889.62","116.94","10105.53","16.6","2854.81","102.03","170.32","33.92","831.12","17.0","20760.01","","","","","","","107.97","4409.92","30.87","769.0","33.86","1258.3","42.48","3052.5","38.59","862.36","18.19","597.63","0.77","12.99","1.92","49.8","0.07","729799.54","0.17","1318973.15","0.01","26940.0"
"2020-10-15","5.48","457016.3","100.94","91051.13","0.4","8.72","716.06","13768.29","105.73","9368.42","86.26","9171.42","69.51","6260.35","38.48","69.2","9.38","166.62","27.51","21955.2","","","","","","","112.05","4692.96","24.61","643.15","","","","","","","","","","","","","","","","","",""
