Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2020-07-18","3.37","80898.98","59.85","40256.32","0.51","7.75","462.3","8380.13","62.86","5988.41","59.73","1909.09","13.47","1428.97","27.66","53.96","7.05","129.2","15.78","12306.82","","","","","","","84.93","3338.88","21.49","503.66","","","","","","","","","","","","","","","","","",""
"2023-05-02","9.33","665700.64","210.99","132409.26","0.29","14.0","3096.52","57673.1","179.23","21888.99","71.45","5776.31","136.71","8040.67","101.56","162.61","38.22","656.4","27.75","29900.57","","","","","","","119.37","5526.56","36.66","1090.05","60.46","2300.7","63.23","4238.88","72.27","1667.61","39.86","948.85","1.15","28.96","1.17","36.93","0.07","755954.39","0.13","331712.14","0.0","15070.0"
"2021-04-14","1.21","15259.38","32.94","18802.74","0.49","14.05","896.17","15217.21","110.79","8866.7","","","","","56.31","94.53","12.01","184.58","0.33","230.19","28.82","994.97","72.13","1207.84","3.89","164.38","101.33","4172.12","23.43","691.81","","","","","","","","","","","","","","","","","",""
"2021-12-14","7.94","598348.58","125.69","98052.24","0.63","20.36","1484.81","28016.55","140.52","13409.54","89.79","4062.4","15.5","1832.09","74.26","112.96","24.51","426.92","30.64","28697.68","","","","","","","110.12","4621.53","33.63","946.55","24.11","788.37","26.23","1998.28","58.12","1108.33","35.73","610.16","1.94","39.2","8.77","93.43","0.04","594570.48","0.1","192784.08","0.0","13820.0"
"2020-10-22","6.08","331318.03","94.79","101560.58","0.4","8.92","657.31","12591.02","103.17","9107.09","41.85","3503.71","13.46","1659.97","40.94","72.65","8.24","155.39","25.55","21963.89","","","","","","","105.37","4276.9","24.71","609.71","","","","","","","","","","","","","","","","","",""
"2021-02-28","0.33","3293.08","17.27","5566.97","0.34","8.35","815.28","12507.9","97.84","7155.75","","","","","68.22","108.31","7.38","89.85","","","50.72","1579.39","111.53","1894.92","5.13","120.28","104.51","3915.26","16.32","428.69","","","","","","","","","","","","","","","","","",""
"2021-02-02","6.77","367307.43","135.66","99880.44","0.35","9.9","817.28","17017.33","132.75","11881.6","89.67","4849.06","64.28","3876.0","47.8","80.59","9.42","131.3","28.95","26186.39","39.51","1523.24","100.45","1698.62","4.62","158.54","124.07","5516.58","26.4","794.29","","","","","","","","","","","","","","","","","",""
"2022-08-01","8.2","596699.99","270.5","143815.19","0.33","11.24","2171.27","43568.17","176.56","20191.65","75.73","4373.02","25.71","3184.42","80.39","131.23","27.13","474.46","23.37","23864.21","","","","","","","121.94","5427.8","23.24","651.23","46.94","1596.46","45.65","2924.23","83.48","1713.2","46.27","947.29","2.35","65.51","4.45","142.59","0.07","697124.89","0.11","315098.37","0.0","29850.0"
"2021-03-26","10.87","904710.03","141.47","160337.01","0.68","20.38","905.65","16867.73","123.44","12111.47","131.46","6691.94","11.09","1776.93","64.77","104.4","10.88","179.76","33.39","33198.59","44.4","1736.55","97.1","1754.59","4.71","191.73","114.77","4741.59","27.73","839.32","","","","","","","","","","","","","","","","","",""
"2023-12-24","0.81","7451.63","117.89","13562.82","0.45","14.48","3742.03","42244.26","133.84","10037.15","98.34","2214.86","2.42","295.17","127.2","204.95","28.52","497.67","","","","","","","","","93.38","3425.53","22.75","558.99","35.63","1168.78","28.64","1305.68","32.26","750.7","9.39","219.94","0.9","15.16","0.59","16.16","","","","","",""
"2023-01-29","0.66","5838.34","65.45","11568.13","0.67","19.69","2425.11","29669.35","124.39","9109.13","1.15","104.23","1.44","198.37","107.6","166.04","23.52","276.67","","","","","","","","","89.24","3197.86","22.57","568.78","31.26","961.67","29.13","1149.9","37.77","763.53","16.58","278.92","0.88","17.41","1.41","20.93","","","","","",""
"2024-02-10","2.58","26894.78","158.75","32033.5","0.55","15.64","4377.3","64841.39","185.72","18195.74","285.44","4116.24","100.0","15971.12","120.01","203.04","43.83","1062.01","","","","","","","","","120.19","5442.69","29.2","809.03","32.9","1297.71","33.02","1979.81","31.44","817.98","11.73","325.54","1.07","20.95","1.05","41.99","","","","","",""
"2023-03-18","7.46","188497.06","148.55","78502.56","0.39","15.4","2757.13","41909.31","149.47","15250.9","76.31","6092.66","12.51","2493.9","106.87","174.6","36.32","583.3","22.25","23433.21","","","","","","","103.48","4262.54","31.61","843.39","31.18","1022.18","30.03","1810.52","39.97","862.39","17.17","367.14","0.99","21.56","1.53","50.08","0.0","6104.07","0.0","0.0","0.0","0.0"
"2022-08-04","7.23","423603.12","154.73","108259.6","0.61","18.36","2168.76","40079.82","162.43","17231.52","176.97","4002.83","26.29","3820.41","85.14","140.11","29.23","526.34","23.27","23148.97","","","","","","","112.49","4801.23","27.49","754.16","27.89","1028.59","31.57","2109.46","55.79","1149.36","30.7","638.46","2.5","74.61","4.29","152.4","0.06","649648.4","0.11","287699.11","0.01","40200.0"
"2022-10-27","6.73","639610.41","114.32","101822.34","0.93","26.25","2149.57","34451.97","138.5","13866.03","58.55","5843.63","10.34","1705.09","97.02","133.49","30.49","522.63","21.02","20089.56","","","","","","","99.9","3886.07","35.37","927.93","38.24","1366.61","38.34","2024.45","58.62","1224.92","32.95","620.04","1.78","34.8","3.11","94.04","0.05","797210.97","0.11","341865.54","0.0","25280.0"
"2023-07-12","8.47","493289.27","182.43","110770.23","0.44","15.69","3314.67","53590.28","167.72","17689.04","24.0","4098.55","21.57","2609.77","90.54","154.39","40.79","951.04","24.47","25070.01","","","","","","","113.85","4892.96","41.5","1095.86","33.09","1239.34","37.33","2371.26","42.45","969.02","20.27","546.83","0.85","19.15","1.2","51.29","0.09","702682.21","0.1","229379.18","0.01","26500.0"
"2024-05-08","9.81","651547.39","269.89","124779.99","0.64","18.03","4741.36","74337.94","196.08","22410.9","120.52","5802.44","46.25","4686.09","104.79","184.07","58.65","1705.28","21.21","24559.36","","","","","","","115.82","5329.9","36.84","973.51","32.34","1551.06","42.16","3473.95","31.94","812.86","13.84","477.28","1.35","20.87","1.6","87.37","0.08","700748.6","0.09","236767.43","0.01","43473.6"
"2022-06-25","1.61","14682.4","59.93","16977.54","1.51","40.17","1898.02","29437.83","140.62","12126.29","85.16","1589.1","10.28","1303.74","96.53","149.8","24.23","411.29","","","","","","","","","103.73","4067.14","32.85","866.53","29.54","885.84","24.95","1169.58","50.43","990.89","23.22","355.95","2.6","42.93","3.47","58.42","","","","","",""
"2024-11-15","5.4","130288.92","228.32","73540.64","0.75","24.13","5032.81","63789.6","130.76","16523.75","195.37","3817.66","115.51","9676.71","125.22","215.75","73.05","2366.98","6.94","8315.26","","","","","","","95.73","3985.92","32.53","804.01","25.25","1104.42","30.89","1774.58","22.39","665.1","8.75","275.61","4.84","17.26","1.86","122.14","","","","","",""
"2021-05-29","3.8","114824.64","58.38","49138.86","0.64","16.62","793.03","14114.81","81.45","7589.33","42.9","2392.3","11.76","1597.09","39.57","71.59","10.99","176.52","11.3","11351.21","19.82","716.17","47.67","740.35","6.37","139.97","72.33","2940.47","23.97","674.9","","","","","","","","","","","","","0.0","6054.2","0.0","0.0","0.0","0.0"
"2024-01-11","9.15","592510.19","246.68","131477.05","0.76","23.39","4130.81","64802.51","175.1","20089.86","113.72","6600.75","20.2","3215.76","103.82","184.17","46.01","1123.0","22.77","23526.77","","","","","","","115.31","5022.33","39.16","945.85","31.75","1325.77","39.62","3017.6","35.1","873.06","15.18","468.22","0.94","18.4","1.24","57.99","0.08","694125.49","0.09","220415.2","0.01","23396.11"
"2023-05-03","8.36","554596.38","188.8","115381.37","0.31","13.87","3091.21","54740.39","169.28","20336.77","65.59","4766.94","96.65","6280.11","105.02","168.25","37.57","638.24","23.85","27188.54","","","","","","","115.37","5245.24","32.59","975.98","31.8","1275.75","41.44","3152.25","45.36","998.03","23.29","587.36","0.95","24.75","1.2","46.2","0.07","757370.06","0.11","309570.24","0.01","37241.85"
"2024-08-03","7.23","228846.44","244.23","82182.3","0.34","13.31","4985.34","74840.21","162.56","20480.89","177.48","4879.16","149.89","10257.73","105.95","182.8","71.85","2810.81","18.42","21016.1","","","","","","","109.79","5080.71","29.26","759.21","30.52","1426.77","35.16","2407.97","28.5","877.56","11.23","411.96","2.42","21.62","1.33","62.17","0.0","10601.43","0.0","0.0","0.0","0.0"
"2024-11-17","1.12","12442.81","157.44","17292.02","0.7","21.65","5098.52","54171.35","113.52","10148.82","7.45","240.72","4.94","498.29","133.87","220.17","62.19","1653.43","","","","","","","","","90.55","3506.22","25.68","625.94","34.99","1368.39","39.73","1559.63","24.68","742.18","9.14","250.99","4.38","21.5","1.56","85.67","","","","","",""
"2022-08-12","8.01","587446.35","142.12","106558.03","0.53","16.24","2094.52","33508.36","147.25","14285.7","88.77","4668.72","19.06","2234.22","91.57","135.25","31.68","603.93","23.01","21454.13","","","","","","","112.32","4507.9","39.79","1037.96","31.45","968.12","28.72","1517.84","56.64","1103.9","28.64","541.6","2.46","42.62","3.52","73.63","0.08","725900.0","0.1","240647.18","0.0","12490.0"
"2022-09-15","7.91","628994.46","137.39","117884.26","0.51","17.32","2245.68","37563.76","152.52","15309.55","255.21","5095.59","96.43","8352.35","83.73","140.97","34.07","709.0","25.41","23945.21","","","","","","","105.08","4265.28","32.87","847.44","26.1","842.89","33.07","1813.79","48.7","955.19","29.33","563.04","2.05","41.17","3.76","87.47","0.07","664985.47","0.12","262008.72","0.01","42515.0"
"2021-04-02","2.48","69960.36","110.22","52649.86","0.7","19.37","898.85","16537.44","124.09","11200.42","","","","","60.62","98.16","9.84","114.0","10.05","11133.55","33.66","1281.41","80.46","1387.36","3.44","137.77","110.16","4624.34","30.8","964.2","","","","","","","","","","","","","","","","","",""
"2021-09-10","3.7","76724.03","91.07","47411.22","0.63","15.03","1209.37","21030.37","127.72","9711.99","20.3","2388.64","70.75","10312.66","63.41","101.8","19.33","400.74","11.34","9992.81","30.23","1208.59","72.79","1260.59","5.37","66.02","116.02","4720.2","30.25","791.62","","","","","","","","","","","","","","","","","",""
"2022-11-03","7.79","484400.82","158.0","101322.5","0.32","12.3","2434.82","45208.17","162.32","17790.42","102.88","3954.28","65.24","4109.1","91.71","151.07","33.44","530.14","21.64","22787.05","","","","","","","113.41","5019.61","33.82","941.71","26.51","1292.75","34.99","2288.29","49.55","1031.09","29.09","642.47","2.06","58.96","3.68","115.4","0.05","707288.41","0.12","312383.97","0.0","21320.0"
"2020-10-14","5.73","362033.96","100.22","82707.93","0.38","8.39","685.48","12826.95","109.52","9209.7","66.46","2180.59","18.14","1435.46","38.09","67.96","9.29","155.49","29.23","22467.26","","","","","","","111.88","4717.79","24.86","651.96","","","","","","","","","","","","","","","","","",""
"2021-09-09","7.62","525471.4","153.01","114507.3","0.67","15.72","1284.19","24770.65","138.49","12151.4","89.56","2567.34","24.99","1919.04","69.17","105.12","20.53","415.03","25.29","22838.72","47.86","2101.99","103.21","1856.63","7.42","90.43","129.87","5448.09","34.95","902.33","","","","","","","","","","","","","0.06","526721.19","0.09","190687.1","0.0","10080.0"
"2024-01-17","8.68","563021.42","205.14","105934.55","0.75","24.55","3860.14","57865.64","158.25","18012.08","104.33","4708.53","12.45","2408.08","106.39","169.78","42.52","1017.11","21.35","22319.02","","","","","","","97.67","3966.69","28.09","743.02","36.36","1333.95","47.93","3610.0","34.4","869.26","16.33","470.09","1.06","21.99","1.5","51.33","0.07","709325.64","0.1","248709.1","0.01","19635.0"
"2024-06-27","9.88","937591.82","350.51","170468.46","0.86","22.21","4504.87","62009.24","156.15","19433.62","156.51","9975.09","11.22","3045.33","107.56","194.29","49.75","1481.44","19.11","24482.6","","","","","","","85.54","3477.1","29.83","745.83","32.02","1404.77","42.06","2968.55","27.5","702.92","12.71","451.52","1.58","17.79","1.18","61.56","0.07","793674.51","0.15","335899.32","0.0","27656.01"
"2020-09-03","5.22","346040.8","101.54","85520.64","0.6","9.42","625.8","12827.3","97.5","9674.66","84.0","2275.33","41.12","2519.5","35.71","64.02","7.36","128.87","23.48","21008.88","","","","","","","109.81","4875.66","26.21","672.03","","","","","","","","","","","","","","","","","",""
"2024-09-22","1.1","14484.26","156.69","17280.01","0.76","20.96","4905.15","50664.47","116.54","10377.15","0.76","318.86","15.12","1008.63","108.86","195.63","57.27","1923.54","","","","","","","","","87.11","3204.83","26.18","599.0","31.17","1174.22","32.97","1438.95","23.33","553.59","8.45","239.6","3.28","14.7","1.34","79.3","","","","","",""
"2021-05-30","0.31","2507.91","15.89","4267.87","0.51","12.41","769.66","11414.94","71.38","5342.91","","","","","37.93","71.17","9.23","123.63","","","23.84","759.37","49.67","705.32","5.56","107.94","65.79","2439.34","18.03","469.25","","","","","","","","","","","","","","","","","",""
"2024-03-25","3.45","92438.27","195.64","102369.59","0.36","7.69","3707.24","40085.56","139.28","11794.29","232.44","6517.0","26.2","2608.45","77.39","129.18","30.48","619.01","7.35","8808.96","","","","","","","68.2","2523.09","15.31","361.4","20.5","744.38","27.11","1412.27","19.52","448.22","8.71","235.28","0.48","7.64","0.68","21.79","","","","","",""
"2024-07-10","9.56","594337.46","314.2","128880.09","0.65","21.15","4976.49","79215.04","170.39","21919.59","104.53","4816.65","169.76","21406.14","104.29","180.67","70.72","2447.78","23.19","24959.1","","","","","","","112.45","5054.22","37.25","952.35","31.55","1470.95","41.66","3136.91","29.68","786.61","13.34","521.55","1.76","16.47","1.46","59.16","0.06","712443.83","0.11","287001.15","0.0","22132.31"
"2022-02-16","7.89","500504.04","141.28","97855.06","0.61","20.78","1653.18","30212.49","144.11","13404.45","92.5","3544.43","9.08","1571.81","86.75","128.17","26.12","446.3","27.56","85245.9","","","","","","","107.98","4511.49","36.16","969.59","25.2","803.43","24.24","1739.37","56.5","1101.88","34.22","588.18","2.12","37.68","8.32","103.25","0.06","674438.27","0.1","216018.3","0.01","23785.0"
"2022-07-09","1.54","14136.09","67.14","18017.3","0.63","19.82","2100.71","35896.16","156.25","13555.43","55.15","1028.32","14.67","963.61","92.69","139.0","27.5","477.43","","","","","","","","","129.27","5681.28","42.48","1169.71","28.8","932.6","24.22","1224.0","55.07","1128.88","23.93","408.96","2.99","57.54","5.32","101.22","","","","","",""
"2021-02-23","7.4","428270.93","97.19","91653.51","0.42","11.55","810.66","14883.16","108.54","9865.76","67.91","4637.11","7.71","1465.29","60.73","98.09","11.06","181.25","29.27","25799.54","39.22","1533.86","90.91","1543.38","5.09","194.14","104.53","4129.21","23.27","635.4","","","","","","","","","","","","","","","","","",""
"2021-10-22","8.52","555929.17","142.63","114402.32","0.79","21.03","1360.7","24402.71","135.19","12030.25","146.46","4139.93","22.22","2003.31","69.85","111.74","21.23","393.98","28.25","26863.48","","","","","","","107.37","4307.98","31.92","830.59","26.11","884.2","22.55","1554.39","60.32","1247.36","36.48","609.9","1.24","20.2","6.57","56.37","0.06","615369.86","0.1","212500.57","0.01","25765.0"
"2022-05-05","8.29","526830.03","156.55","110916.62","0.43","17.17","1995.45","40116.7","170.4","18241.82","75.32","3674.93","143.1","14343.79","86.92","135.06","28.81","494.83","28.98","29858.37","","","","","","","118.81","5323.66","35.31","1037.78","27.55","1008.56","29.61","2452.11","61.65","1272.21","34.12","637.3","2.91","73.71","6.04","221.0","0.07","654590.46","0.09","257598.48","0.01","58275.0"
"2023-03-07","4.79","119707.3","196.27","78388.44","0.32","13.7","2781.85","43805.38","160.93","16157.47","15.38","2349.13","67.19","6189.75","82.3","132.99","34.55","521.75","13.35","14702.31","","","","","","","125.35","5240.9","37.77","1045.78","25.47","852.67","30.0","1930.47","39.05","721.71","17.82","409.27","0.87","18.12","1.74","59.71","","","","","",""
"2021-06-02","5.42","346178.72","124.39","75164.2","0.55","15.91","981.37","20668.35","110.79","11264.75","126.3","4367.79","83.36","4596.29","43.18","75.52","13.4","208.69","17.46","17105.56","30.1","1330.05","74.73","1293.01","3.18","87.64","100.7","4708.97","30.67","911.55","","","","","","","","","","","","","0.04","511209.13","0.07","196842.59","0.0","15685.0"
"2022-07-22","7.91","529183.87","129.0","99222.97","0.55","16.47","1984.87","30587.13","136.47","13202.57","102.25","6494.72","23.43","2038.65","85.35","137.96","27.82","547.12","22.65","23779.8","","","","","","","94.39","3593.57","30.51","797.78","20.77","686.98","12.12","711.33","45.19","845.02","20.38","360.37","1.26","19.63","1.7","47.43","0.06","648981.0","0.09","263016.0","0.01","53000.0"
"2023-07-06","8.38","617393.49","202.16","122473.75","0.3","12.11","3256.93","56399.5","167.07","19475.15","303.84","5464.23","35.33","3863.58","95.73","165.73","39.03","855.4","22.57","25725.72","","","","","","","111.71","4969.49","34.93","1009.59","31.47","1292.98","31.19","2685.11","41.37","954.27","19.27","538.89","0.75","17.53","0.84","33.54","0.07","669543.34","0.08","212886.59","0.01","35935.0"
"2021-11-30","9.08","705907.62","223.63","175069.22","0.79","23.49","1477.69","32270.36","157.95","17712.13","66.01","6120.47","10.18","2036.74","72.64","114.82","21.15","438.4","29.95","29249.9","","","","","","","110.63","4818.38","26.2","731.14","23.09","808.34","30.84","1733.41","56.35","1092.0","38.7","728.25","1.44","29.92","7.99","74.91","0.05","679991.69","0.14","1130335.39","0.0","21735.0"
"2022-01-29","7.09","187288.9","103.64","74313.1","0.8","24.07","1390.55","24872.5","132.01","12531.03","80.54","3960.77","7.1","1596.91","80.77","125.06","18.26","313.42","22.7","23177.83","","","","","","","99.64","4062.26","26.69","709.16","21.09","670.76","17.01","1907.1","46.69","905.63","25.63","424.04","2.41","44.78","10.15","61.74","0.0","7295.75","0.0","0.0","0.0","0.0"
"2021-01-17","0.21","2027.02","10.87","3569.08","0.29","6.45","693.63","10040.86","92.32","5163.63","","","","","51.71","77.21","7.51","81.87","","","44.45","1204.02","102.0","1599.61","3.99","91.1","97.92","3528.38","18.96","495.88","","","","","","","","","","","","","","","","","",""
"2024-04-19","8.64","685151.47","226.31","115970.52","0.62","17.12","4141.56","55920.21","157.05","17007.28","172.49","6444.85","14.02","2903.87","111.14","187.92","44.88","1077.87","18.99","28606.16","","","","","","","86.16","3616.61","26.23","712.16","33.42","1351.4","37.28","2582.88","29.13","744.71","13.26","402.31","1.22","19.51","1.44","73.62","0.08","780473.56","0.12","340291.09","0.01","38722.0"
"2021-09-03","6.76","433005.71","136.12","88679.55","0.59","15.39","1245.0","23910.41","138.05","12442.5","67.13","5017.39","44.68","3060.22","64.35","101.52","18.23","327.12","24.61","24421.17","44.03","1938.26","97.61","1788.02","7.11","124.56","113.33","4931.95","32.64","870.31","","","","","","","","","","","","","0.08","572671.95","0.09","197911.25","0.0","19170.0"
"2021-11-16","7.65","408308.09","118.65","86997.0","0.73","20.6","1381.59","27011.12","135.31","12486.58","65.04","2346.57","12.14","2149.27","70.64","107.09","23.13","421.05","30.22","27530.92","","","","","","","106.28","4408.88","31.88","860.1","24.57","798.01","23.62","1503.87","58.81","1160.38","36.0","621.69","1.37","25.31","4.89","64.26","0.05","610020.62","0.07","218695.07","0.0","18260.0"
"2022-03-03","8.79","558461.85","174.41","114353.7","0.43","17.98","1794.51","36252.3","168.11","17976.05","96.87","3978.87","43.82","3263.8","84.62","132.38","23.92","371.68","30.81","30521.39","","","","","","","120.26","5442.34","36.55","1070.62","24.87","884.02","26.59","2049.48","60.08","1137.9","34.64","643.8","2.56","55.46","10.33","163.89","0.05","669789.38","0.09","222056.18","0.0","25120.0"
"2023-09-17","0.77","7176.52","91.97","13558.5","0.47","13.11","3621.53","39851.59","144.59","9530.84","1.19","202.65","4.31","418.33","102.54","170.2","27.28","440.79","","","","","","","","","103.4","3765.31","28.21","655.4","32.83","1018.95","29.83","1308.22","33.59","754.68","12.63","250.76","0.92","14.84","1.06","33.99","0.0","0.0","0.0","0.0","0.0","0.0"
"2021-07-03","4.58","125135.16","103.21","50786.85","0.58","16.28","1044.52","20784.0","114.77","10568.05","74.15","2240.36","42.27","2934.46","63.66","99.04","14.86","237.55","19.6","19061.21","26.57","951.59","67.7","1140.44","4.35","71.15","108.64","4865.15","31.78","872.25","","","","","","","","","","","","","0.0","7150.5","0.0","0.0","0.0","0.0"
"2022-06-12","0.5","4128.51","40.88","7377.04","1.24","31.87","1952.53","26074.45","134.21","8932.18","1.95","88.11","9.26","552.74","101.79","149.24","24.34","313.15","","","","","","","","","108.19","4150.56","32.4","805.86","28.23","784.27","21.87","859.28","51.18","950.38","22.3","323.27","3.03","51.94","4.24","68.39","","","","","",""
"2024-08-12","11.56","716482.37","306.23","150642.33","0.65","20.04","4948.14","73511.02","154.37","21146.91","299.9","18868.76","88.22","6309.7","99.81","168.43","73.52","3148.04","33.83","32682.99","","","","","","","104.61","4570.41","41.55","1001.74","52.77","2370.81","77.24","4895.41","40.88","1178.5","18.56","630.31","1.8","15.07","1.29","58.31","0.07","706078.22","0.07","291867.23","0.01","44280.0"
"2021-03-27","1.25","11933.6","34.12","15760.71","0.78","22.27","883.98","15316.88","115.17","10017.64","","","","","70.04","106.27","9.76","134.21","","","30.03","1023.85","76.7","1325.63","3.81","158.68","123.19","4990.28","29.51","858.3","","","","","","","","","","","","","","","","","",""
"2022-11-24","7.99","462587.16","138.53","99206.38","0.59","18.59","2390.62","37188.36","147.01","14828.14","94.55","4881.45","11.96","1618.05","93.55","157.03","29.05","536.55","21.43","22922.36","","","","","","","96.57","3776.19","27.61","742.88","31.1","1090.24","32.32","2213.25","46.24","961.27","23.8","458.38","1.66","32.33","3.32","67.78","0.05","760586.54","0.0","0.0","0.01","25090.0"
"2021-02-05","6.77","424641.64","136.93","93802.71","0.34","9.45","846.0","16576.05","123.8","10960.66","50.28","3525.29","100.5","11173.74","49.95","84.03","9.53","146.51","28.46","24747.57","40.09","1483.34","102.59","1746.72","4.8","165.39","119.66","5125.99","24.7","718.91","","","","","","","","","","","","","","","","","",""
"2023-05-31","9.74","724397.4","301.71","208018.67","0.63","19.84","3126.6","58908.11","175.57","22579.04","122.98","8149.66","15.16","2590.22","107.05","179.49","33.63","746.55","20.01","24409.1","","","","","","","113.55","5064.96","26.2","732.59","32.12","1240.21","36.59","2608.37","41.87","949.52","19.81","579.04","0.96","25.75","0.84","29.26","0.07","683481.07","0.16","1343136.94","0.0","20130.0"
"2020-10-28","6.38","424170.44","102.93","93309.44","0.38","8.46","645.16","12124.43","102.74","9341.63","69.52","4491.98","53.31","3091.57","40.88","69.61","7.15","131.49","27.62","24001.11","","","","","","","105.33","4212.13","21.42","549.8","","","","","","","","","","","","","","","","","",""
"2024-08-09","9.78","700300.7","293.55","144561.55","0.49","16.51","4999.0","71679.83","159.59","20618.9","142.82","7401.58","51.61","4743.98","105.7","186.56","69.3","3007.86","20.51","23106.15","","","","","","","105.72","4702.59","31.31","793.78","32.46","1532.61","45.36","3468.64","29.79","830.26","13.0","478.23","2.52","16.2","1.26","55.61","0.09","748223.15","0.07","298514.63","0.0","24525.0"
"2021-08-01","0.36","3101.48","40.02","7553.63","0.42","11.4","1139.83","17991.95","124.69","8832.34","75.21","1434.87","2.81","495.71","65.58","104.03","10.13","157.65","","","36.42","1195.75","79.41","1268.14","7.36","70.49","101.81","4024.36","25.03","644.57","","","","","","","","","","","","","","","","","",""
"2020-07-17","4.58","304494.65","76.66","74411.4","0.61","9.24","472.6","9034.77","68.6","7062.31","82.62","3898.89","11.01","1104.96","28.61","54.33","8.0","145.66","19.23","15784.0","","","","","","","89.38","3589.93","25.83","599.59","","","","","","","","","","","","","","","","","",""
"2022-03-16","9.27","531618.83","159.68","127139.39","0.75","26.94","1804.56","33221.88","164.19","15823.38","74.29","4815.02","14.6","2039.5","91.64","138.89","25.92","478.9","30.33","28839.03","","","","","","","122.34","5202.69","42.1","1165.57","27.54","904.78","33.38","2300.41","59.37","1131.28","32.05","593.05","2.45","39.51","13.59","107.38","0.05","603481.93","0.1","214025.77","0.0","15585.0"
"2022-05-12","7.76","542526.19","132.59","117935.54","0.46","16.3","1848.24","33771.63","157.81","16040.72","92.33","2954.23","14.82","1879.77","90.46","140.97","31.33","540.24","24.28","24070.99","","","","","","","114.84","4890.63","34.83","964.8","29.06","983.36","22.14","1778.36","60.59","1215.79","31.83","535.51","3.0","53.89","4.77","80.46","0.07","678569.8","0.1","235130.45","0.01","37915.0"
"2022-05-03","1.58","25788.16","77.3","23837.7","0.38","15.41","1861.51","32528.65","154.42","14017.09","92.17","1859.03","38.66","2617.97","82.77","124.44","23.01","304.91","","","","","","","","","109.52","4755.79","28.58","836.17","24.49","1141.59","23.31","1506.44","53.7","1704.88","24.91","435.98","3.03","85.32","5.32","170.85","","","","","",""
"2022-12-04","0.63","5664.5","61.82","11189.91","0.21","8.71","2524.83","37265.1","152.83","11664.61","5.68","253.29","21.21","2825.98","108.56","165.6","28.07","328.84","","","","","","","","","111.32","4496.86","25.81","702.46","31.47","1031.21","36.42","1827.08","45.85","961.37","20.29","404.92","1.01","18.0","1.93","26.96","","","","","",""
"2024-11-03","1.02","15446.37","156.7","19222.5","0.51","18.95","5047.98","63120.41","121.98","12471.82","0.67","158.29","130.9","8203.18","130.48","179.92","73.74","3462.76","","","","","","","","","95.14","4000.34","27.47","691.44","29.08","1371.26","30.77","1705.41","23.43","652.98","8.81","263.4","2.38","16.35","1.33","77.21","","","","","",""
"2020-09-13","","","8.22","3059.84","0.34","4.94","474.74","6184.07","78.39","4565.94","","","","","36.73","64.93","6.15","83.41","","","","","","","","","86.97","3117.23","16.23","362.85","","","","","","","","","","","","","","","","","",""
